Source,Target 
Q247745,Q214264
Q247928,Q375593
Q2479794,Q25317
Q248299,Q1187535
Q2483492,Q613598
Q2483684,Q842378
Q248607,Q198010
Q2488433,Q226900
Q24896797,Q908909
Q249761,Q5311192
Q2498167,Q732881
Q24992175,Q850925
Q24992805,Q24992804
Q24997849,Q226900
Q25001446,Q850925
Q25015737,Q1424573
Q25015846,Q18562216
Q2502623,Q945274
Q25028508,Q29564928
Q250490,Q859043
Q25094547,Q226900
Q251036,Q907506
Q25167714,Q581391
Q25167830,Q3134714
Q25170206,Q581391
Q25170503,Q581391
Q25187617,Q1991437
Q25187709,Q867433
Q25190912,Q1991437
Q25191152,Q1062173
Q251930,Q10804236
Q251939,Q945274
Q2520176,Q208304
Q25245108,Q1080599
Q25245251,Q22954484
Q25252247,Q1192748
Q2525796,Q10746081
Q25260095,Q944621
Q25260099,Q2387360
Q25260104,Q2718273
Q25260118,Q179333
Q25260465,Q179333
Q25262824,Q25262546
Q25263454,Q644426
Q25263539,Q255035
Q25267948,Q214264
Q25268060,Q281519
Q252767,Q1440714
Q25332,Q3893145
Q25343276,Q944621
Q25348,Q214264
Q25354214,Q1080599
Q2535971,Q13577409
Q253644,Q10734465
Q25380,Q188737
Q2538158,Q774692
Q25383,Q581391
Q25385,Q235152
Q25388,Q2090536
Q25400919,Q179333
Q25400921,Q179333
Q25402,Q29564928
Q25402068,Q768526
Q25402264,Q11690263
Q25402281,Q11690263
Q25402367,Q11690263
Q25402384,Q11690263
Q25402925,Q782355
Q25402929,Q782355
Q25405943,Q25769
Q25405947,Q468015
Q25407338,Q1951184
Q25407342,Q1951184
Q25412026,Q672414
Q25420312,Q21352857
Q25429,Q28135
Q25432378,Q49133055
Q25432587,Q49154763
Q25434514,Q253789
Q254351,Q964102
Q25450,Q214264
Q25455889,Q137294
Q25456215,Q10763377
Q25456218,Q10763377
Q25456222,Q14786570
Q25469,Q333842
Q25536819,Q43489
Q2559171,Q748159
Q256033,Q839859
Q25612,Q29564928
Q25644,Q214264
Q25647470,Q25917969
Q25647488,Q611996
Q25647793,Q944621
Q25649519,Q671699
Q25651097,Q28135
Q25651495,Q28135
Q25651766,Q373870
Q25654408,Q254660
Q25656205,Q588704
Q25657946,Q254660
Q25660634,Q333842
Q25662103,Q2464776
Q25662106,Q254660
Q25662330,Q254660
Q25663430,Q10758733
Q25664391,Q333842
Q25664934,Q28135
Q25665493,Q671699
Q25668148,Q944621
Q25678578,Q944621
Q25679337,Q553031
Q25681071,Q26719038
Q25689154,Q373870
Q25700,Q214264
Q257966,Q839859
Q25818928,Q614481
Q2584697,Q748159
Q258508,Q256033
Q25882,Q183361
Q25889,Q214264
Q25909,Q901041
Q25940,Q214264
Q259493,Q597127
Q259701,Q214264
Q259706,Q1092589
Q259826,Q614481
Q259857,Q748220
Q2598863,Q613598
Q260240,Q947344
Q26055,Q310857
Q2606563,Q669025
Q2608098,Q662785
Q261172,Q748220
Q2614094,Q10804869
Q261819,Q545285
Q26205,Q614481
Q262071,Q214264
Q26211707,Q827257
Q2621625,Q748159
Q2622134,Q15934704
Q2623737,Q13170248
Q262449,Q10749360
Q26248,Q1082554
Q26250551,Q666222
Q2627930,Q226900
Q2628952,Q943766
Q2629158,Q943766
Q2630926,Q592718
Q2630949,Q860902
Q2630955,Q770332
Q2630962,Q1187535
Q2630970,Q545285
Q2630986,Q770332
Q2630992,Q1187535
Q2631667,Q10749446
Q263179,Q1080599
Q2632829,Q426403
Q2632878,Q426403
Q263341,Q10747471
Q2637216,Q1187535
Q2637243,Q1187535
Q2637638,Q1187535
Q264067,Q1061231
Q26416,Q1073197
Q26444,Q214300
Q26452,Q183361
Q26459,Q214264
Q2645947,Q667248
Q2648008,Q208304
Q264854,Q10797453
Q265026,Q945274
Q265233,Q10744631
Q265701,Q614481
Q26597,Q2060384
Q26603,Q29564928
Q26635,Q214300
Q26671,Q754657
Q2667273,Q256033
Q2667574,Q662785
Q2667581,Q662785
Q2667592,Q662785
Q2667598,Q662785
Q2667654,Q662785
Q2667675,Q259857
Q2667684,Q259857
Q2667689,Q259857
Q2667695,Q259857
Q2667703,Q259857
Q2667707,Q259857
Q2667713,Q259857
Q2667725,Q1056828
Q2667730,Q259857
Q2667737,Q259857
Q2667740,Q259857
Q2667746,Q259857
Q2667752,Q259857
Q2667779,Q301153
Q2667786,Q301153
Q2667801,Q665719
Q2667934,Q508829
Q2667981,Q637716
Q26680,Q210416
Q2668013,Q301153
Q2668026,Q226900
Q2668125,Q1078332
Q2668130,Q1092597
Q2668137,Q1078332
Q2668141,Q859005
Q2668144,Q599467
Q2668148,Q10770210
Q2668160,Q637716
Q2668185,Q1068758
Q2668255,Q905044
Q2668274,Q588866
Q2668277,Q1431050
Q2668293,Q517496
Q2668298,Q780445
Q2668302,Q1896265
Q2668307,Q905044
Q2668311,Q1067810
Q2668326,Q545285
Q2668333,Q2456138
Q2668344,Q514379
Q2668350,Q517496
Q2668354,Q614481
Q2668358,Q682955
Q2668365,Q1092473
Q2668370,Q780445
Q2668377,Q1431050
Q2668384,Q790026
Q2668390,Q514379
Q2668397,Q597127
Q2668527,Q867433
Q2668531,Q613598
Q2668536,Q613598
Q2668559,Q695679
Q2668576,Q1078332
Q2668579,Q509402
Q2668585,Q5137335
Q2668590,Q597127
Q2668611,Q723568
Q2668619,Q545515
Q2668626,Q743740
Q2668918,Q1080266
Q2668923,Q1424573
Q2668938,Q1248933
Q2668951,Q530809
Q2668953,Q1424573
Q2668958,Q1929686
Q2668964,Q1424573
Q2669114,Q772179
Q2669127,Q857319
Q2669160,Q2718273
Q2669176,Q18396623
Q2669185,Q867433
Q2669189,Q1187535
Q2669205,Q905044
Q2669208,Q597127
Q2669325,Q1187535
Q2669329,Q1187535
Q26695641,Q655569
Q26696,Q690813
Q2669759,Q530809
Q2669793,Q612893
Q2670220,Q226900
Q2671352,Q221741
Q2672660,Q1192748
Q26733,Q210416
Q26742,Q214300
Q2676079,Q10792375
Q26787267,Q43489
Q26787327,Q188737
Q268032,Q1752184
Q26804650,Q214264
Q26805836,Q25273
Q26805847,Q780445
Q26822131,Q255035
Q26833840,Q754657
Q268410,Q681374
Q26844240,Q782540
Q26847063,Q5261336
Q26847065,Q581391
Q268489,Q1093619
Q26868949,Q600204
Q26903,Q281519
Q269082,Q844655
Q26934903,Q16481563
Q26935238,Q22954484
Q26936734,Q23776054
Q26936776,Q1080599
Q26936805,Q259424
Q26936808,Q1080599
Q26945024,Q655569
Q26954988,Q607498
Q26961,Q614481
Q2701367,Q867433
Q2703151,Q217472
Q27043918,Q43489
Q27050,Q210416
Q2705373,Q598302
Q2706005,Q179333
Q27062190,Q226900
Q27074196,Q935513
Q27074203,Q764420
Q27074272,Q666222
Q27074540,Q183361
Q27074631,Q255035
Q27074745,Q933706
Q27074953,Q10787010
Q27075095,Q1080599
Q27075099,Q869490
Q27075102,Q778366
Q27075105,Q777910
Q27075109,Q777910
Q27075114,Q10756922
Q27075119,Q15177748
Q27075279,Q1922861
Q27075316,Q259857
Q27075442,Q261763
Q27075446,Q248398
Q27075448,Q301153
Q27075487,Q850925
Q27075488,Q850925
Q27075489,Q850925
Q27075490,Q850925
Q27075492,Q850925
Q27075493,Q850925
Q27075494,Q850925
Q27075496,Q850925
Q27075498,Q850925
Q27075499,Q850925
Q27075500,Q850925
Q27075501,Q611996
Q27075514,Q2214725
Q27075573,Q226900
Q27075575,Q226900
Q27075576,Q226900
Q27075581,Q226900
Q27075593,Q604910
Q27075595,Q604910
Q27075596,Q3770027
Q27075597,Q3770027
Q27075600,Q2748772
Q27075602,Q514379
Q27075606,Q514379
Q27075608,Q514379
Q27075610,Q514379
Q27075612,Q2224806
Q27075613,Q2183096
Q27075615,Q2183096
Q27075705,Q10745417
Q27075707,Q285898
Q27075709,Q1062173
Q27075713,Q867433
Q27075736,Q15615581
Q27075738,Q15885678
Q27075755,Q16481563
Q27075757,Q15411423
Q27075776,Q9189966
Q27075778,Q9189966
Q27075780,Q9189966
Q27075785,Q9189957
Q27075786,Q9189957
Q27075788,Q9189957
Q27075791,Q9189957
Q27075793,Q14517970
Q27075795,Q14517970
Q27075797,Q14517970
Q27075800,Q14517970
Q27075802,Q14517970
Q27075804,Q14517970
Q27075806,Q14517970
Q27075807,Q14517970
Q27075809,Q14517970
Q27075811,Q14517970
Q27075812,Q14517970
Q27075814,Q14517970
Q27075815,Q14517970
Q27075818,Q14517970
Q27075820,Q14517970
Q27075822,Q14517970
Q27075824,Q14517970
Q27075826,Q14517970
Q27075828,Q14517970
Q27075830,Q14517970
Q27075832,Q14517970
Q27075834,Q14517970
Q27075835,Q14517970
Q27075837,Q14517970
Q27075838,Q14517970
Q27075839,Q14517970
Q27075840,Q14517970
Q27075841,Q14517970
Q27075842,Q14517970
Q27075843,Q14517970
Q27075844,Q14517970
Q27075845,Q14517970
Q27075846,Q14517970
Q27075847,Q14517970
Q27075848,Q14517970
Q27075857,Q15885432
Q27075858,Q5261336
Q27075859,Q5261336
Q27075861,Q5261336
Q27075863,Q5261336
Q27075864,Q5261336
Q27075865,Q5261336
Q27075866,Q5261336
Q27075868,Q5261336
Q27075869,Q5261336
Q27075871,Q5261336
Q27075872,Q5261336
Q27075873,Q5261336
Q27075875,Q5261336
Q27075878,Q5261336
Q27075880,Q5261336
Q27076011,Q1821411
Q27076014,Q1821411
Q27076019,Q19914650
Q27076021,Q19851064
Q27076024,Q614481
Q27076027,Q614481
Q27076034,Q857319
Q27076039,Q1082554
Q27076042,Q10754307
Q27076045,Q1067810
Q2708026,Q1066287
Q2711666,Q214621
Q2718656,Q2311255
Q2719196,Q2090536
Q27220,Q614481
Q2724806,Q214264
Q2733011,Q992770
Q2733541,Q514379
Q2735005,Q2311255
Q274179,Q259050
Q2742585,Q614481
Q2742600,Q508859
Q2742607,Q905044
Q27434,Q256760
Q2743811,Q508859
Q27450716,Q26733
Q2745282,Q2617117
Q2745651,Q637716
Q27527331,Q944621
Q2757465,Q662785
Q27600970,Q519946
Q27600971,Q519946
Q27600972,Q519946
Q27600975,Q529857
Q27600976,Q529857
Q27600979,Q257006
Q27600982,Q26733
Q27600983,Q26733
Q27600985,Q26733
Q27600986,Q26733
Q27600988,Q26733
Q27600989,Q26733
Q27600991,Q26733
Q27600992,Q244189
Q27600994,Q244189
Q27600995,Q244189
Q27600997,Q244189
Q27601029,Q247412
Q27601031,Q247412
Q27601032,Q129036
Q27601034,Q129036
Q27601035,Q368251
Q27601037,Q368251
Q27601038,Q1051000
Q27601040,Q1051000
Q27601042,Q839532
Q27601043,Q839532
Q27601045,Q456423
Q27601046,Q456423
Q27601048,Q25889
Q27601050,Q511979
Q27601052,Q511979
Q27601053,Q25348
Q27601055,Q1002123
Q27601057,Q1002123
Q27601058,Q757271
Q27601060,Q757271
Q27601061,Q839542
Q27601063,Q839542
Q27601064,Q535206
Q27601066,Q535206
Q27601068,Q167164
Q27601070,Q167164
Q27601071,Q167164
Q27601074,Q167164
Q27601076,Q167164
Q27601079,Q259701
Q27601081,Q259701
Q27601084,Q783125
Q27601086,Q783125
Q27601089,Q800212
Q27601093,Q800212
Q27601095,Q800212
Q27601099,Q524270
Q27601102,Q524270
Q27601106,Q937201
Q27601109,Q937201
Q27601111,Q25700
Q27601114,Q899019
Q27601116,Q899019
Q27601125,Q781886
Q27601128,Q781886
Q27601130,Q26635
Q27601133,Q26635
Q27601135,Q26696
Q27601138,Q26696
Q27601140,Q26696
Q27601143,Q26696
Q27601144,Q26696
Q27601147,Q26696
Q27601155,Q29865
Q27601157,Q29865
Q27601172,Q917356
Q27601174,Q917356
Q27603447,Q203628
Q27603449,Q203628
Q27603452,Q203628
Q27603454,Q203628
Q27603459,Q203628
Q27603461,Q607024
Q27603463,Q607024
Q27603466,Q1268523
Q27603467,Q1268523
Q27603469,Q845982
Q27603470,Q845982
Q27603472,Q845982
Q27603473,Q845982
Q27603475,Q845982
Q27603476,Q1270284
Q27603478,Q1270284
Q27603480,Q1270284
Q27603481,Q1270284
Q27603483,Q1273787
Q27603484,Q1273787
Q27603486,Q2328411
Q27603490,Q1262700
Q27603492,Q1262700
Q27603494,Q1004361
Q27603496,Q1004361
Q27603499,Q27461
Q27603501,Q27461
Q27603505,Q1263022
Q27603506,Q1263022
Q27603510,Q211986
Q27603513,Q211986
Q27603515,Q1268697
Q27603519,Q1268697
Q27603522,Q26896
Q27603524,Q26896
Q27603528,Q26896
Q27603531,Q524740
Q27603533,Q524740
Q27603536,Q166442
Q27603539,Q166442
Q27603541,Q276199
Q27603545,Q276199
Q27603548,Q601988
Q27603551,Q601988
Q27603555,Q276224
Q27603558,Q276224
Q27603561,Q276224
Q27603566,Q1259828
Q27603568,Q1259828
Q27603574,Q1267254
Q27603577,Q1267254
Q27603581,Q1270700
Q27603588,Q1270700
Q27603591,Q276202
Q27603596,Q276202
Q27603603,Q1262671
Q27603606,Q1262671
Q27603613,Q10416539
Q27603616,Q10416539
Q27603622,Q10809607
Q27603627,Q10809607
Q27603631,Q10809607
Q27603636,Q10809607
Q27603640,Q10809607
Q27603647,Q1130121
Q27603651,Q1130121
Q27603656,Q1130121
Q27603662,Q1130121
Q27603667,Q557125
Q27603673,Q557125
Q27603681,Q557125
Q27603684,Q557125
Q27603690,Q557125
Q27604008,Q368761
Q27604013,Q368761
Q27604017,Q667540
Q27604025,Q662226
Q27604030,Q662226
Q27604035,Q662226
Q27604041,Q662226
Q27604047,Q301777
Q27604052,Q301777
Q27604060,Q574693
Q27604064,Q574693
Q27604071,Q926047
Q27604077,Q926047
Q27604081,Q926047
Q27604086,Q589171
Q27604091,Q589171
Q27604098,Q477691
Q27604103,Q477691
Q27604109,Q171360
Q27604114,Q171360
Q27604120,Q171360
Q27604173,Q25709
Q27604177,Q25709
Q27604183,Q888542
Q27604187,Q888542
Q27604194,Q469586
Q27604199,Q469586
Q27604203,Q469586
Q27604209,Q469586
Q27604213,Q469586
Q27604219,Q469586
Q27604226,Q26129
Q27604230,Q26129
Q27604235,Q26129
Q27604255,Q126216
Q27604258,Q126216
Q27604264,Q126216
Q27604268,Q126216
Q27604275,Q372383
Q27604281,Q372383
Q27604282,Q372383
Q27604286,Q372383
Q27604287,Q372383
Q27604290,Q764282
Q27604296,Q764282
Q27604300,Q764282
Q27604305,Q764282
Q27604310,Q764282
Q27604451,Q25273
Q27604455,Q25273
Q27604465,Q25273
Q27604472,Q333796
Q27604477,Q333796
Q27604481,Q333796
Q27604486,Q333796
Q27604491,Q333796
Q27604497,Q160488
Q27604503,Q160488
Q27604508,Q160488
Q27604514,Q130730
Q27604520,Q130730
Q27604524,Q130730
Q27604531,Q27074615
Q27604537,Q27074615
Q27604541,Q27074615
Q27604890,Q27227
Q27604893,Q693593
Q27604898,Q693593
Q27604907,Q512792
Q27604911,Q512792
Q27605132,Q648745
Q27605140,Q648745
Q27605150,Q177856
Q27605511,Q1267434
Q27606275,Q26431
Q27606282,Q26431
Q27606349,Q25438
Q27606353,Q25438
Q27606359,Q127216
Q27606361,Q127216
Q27606369,Q27074632
Q27606373,Q27074632
Q27606511,Q1052043
Q27606514,Q1052043
Q27606516,Q1052043
Q27606518,Q1052043
Q27606521,Q1075004
Q27606522,Q1075004
Q27606523,Q1075004
Q27606525,Q1075004
Q27606527,Q1075004
Q27606529,Q586194
Q27606532,Q586194
Q27606534,Q457471
Q27606536,Q457471
Q27606539,Q457471
Q27606540,Q457471
Q27606543,Q457471
Q27606544,Q457471
Q27606547,Q457471
Q27606548,Q457471
Q27606551,Q457471
Q27606552,Q457471
Q27606554,Q457471
Q27606557,Q26407
Q27606560,Q26407
Q27606561,Q26407
Q27606564,Q26407
Q27606570,Q1152577
Q27606572,Q233684
Q27606574,Q233684
Q27606577,Q25385
Q27606579,Q25385
Q27606581,Q25385
Q27608960,Q26470
Q27608961,Q26470
Q27608962,Q728682
Q27608963,Q728682
Q27608967,Q728682
Q27608968,Q728682
Q27608969,Q21062
Q27608970,Q21062
Q27608972,Q21062
Q27608974,Q21062
Q27608975,Q27102
Q27608976,Q27102
Q27608977,Q212055
Q27608978,Q212055
Q27608981,Q212055
Q27608983,Q212055
Q27608984,Q212055
Q27608987,Q926867
Q27608989,Q926867
Q27608991,Q926867
Q27608993,Q926867
Q27608994,Q926867
Q27608996,Q1260205
Q27608998,Q1260205
Q27609001,Q738204
Q27609002,Q738204
Q27609078,Q1269659
Q27609079,Q1269659
Q27609080,Q1260643
Q27609081,Q1260643
Q27609082,Q512061
Q27609083,Q512061
Q27609084,Q512061
Q27609085,Q512061
Q27609086,Q512061
Q27609089,Q512061
Q27609090,Q1263074
Q27609091,Q1263074
Q27609092,Q1263074
Q27609093,Q1263074
Q27609094,Q1263074
Q27609095,Q1263074
Q27609096,Q1263074
Q27609098,Q1259255
Q27609099,Q1259255
Q27609100,Q1259255
Q27609101,Q1259255
Q27609102,Q1268856
Q27609103,Q1268856
Q27609104,Q1268856
Q27609105,Q1268856
Q27609106,Q1268856
Q27609108,Q1268856
Q27609109,Q1260727
Q27609110,Q1260727
Q27609111,Q1260727
Q27609113,Q1260727
Q27609114,Q1260727
Q27609116,Q1260727
Q27609117,Q1260727
Q27609119,Q1260727
Q27609121,Q1260727
Q27609134,Q168514
Q27609136,Q168514
Q27609137,Q168514
Q27609139,Q168514
Q27609141,Q704987
Q27609143,Q704987
Q27609145,Q704987
Q27609146,Q704987
Q27609148,Q598677
Q27609149,Q598677
Q27609151,Q54696
Q27609152,Q54696
Q27609154,Q921348
Q27609156,Q921348
Q27609157,Q113218
Q27609159,Q113218
Q27609160,Q113218
Q27609162,Q113218
Q27609164,Q113218
Q27609166,Q113218
Q27609168,Q1270179
Q27609171,Q1270179
Q27609172,Q1270179
Q27609175,Q1270179
Q27609176,Q1270179
Q27609179,Q1270179
Q27609182,Q145593
Q27609183,Q145593
Q27609202,Q1270299
Q27609203,Q1270299
Q27609205,Q1270299
Q27609207,Q688940
Q27609208,Q688940
Q27609209,Q688940
Q27609211,Q688940
Q27609212,Q688940
Q27609214,Q688940
Q27609215,Q688940
Q27609217,Q688940
Q27609218,Q688940
Q27609220,Q27031399
Q27609223,Q27031399
Q27609225,Q27031399
Q27609226,Q27031399
Q27609228,Q27031399
Q27609234,Q27031399
Q27609236,Q27031399
Q27609238,Q18825
Q27609239,Q18825
Q27609241,Q27036751
Q27609242,Q27036751
Q27609244,Q27036751
Q27609245,Q27036540
Q27609247,Q27036540
Q27609249,Q1260427
Q27609251,Q1260427
Q27609253,Q1260427
Q27609255,Q1260427
Q27609257,Q628225
Q27609258,Q628225
Q27609259,Q628225
Q27609262,Q489882
Q27609264,Q489882
Q27609266,Q1272510
Q27609268,Q1272510
Q27609269,Q675948
Q27609271,Q675948
Q27609272,Q675948
Q27609274,Q675948
Q27609275,Q675948
Q27609277,Q675948
Q27609278,Q675948
Q27609280,Q675948
Q27609281,Q1084579
Q27609283,Q1084579
Q27609284,Q1084579
Q27609286,Q664821
Q27609288,Q664821
Q27609289,Q151851
Q27609291,Q151851
Q27609312,Q1261164
Q27609313,Q1261164
Q27609315,Q913892
Q27609316,Q913892
Q27609318,Q167857
Q27609320,Q167857
Q27609321,Q1187577
Q27609323,Q1187577
Q27609324,Q1187577
Q27609326,Q998864
Q27609327,Q998864
Q27609329,Q1247251
Q27609330,Q1247251
Q27609337,Q1259271
Q27609338,Q1259271
Q27609340,Q650277
Q27609341,Q650277
Q27609343,Q650277
Q27609344,Q1267629
Q27609346,Q1267629
Q27609347,Q1267629
Q27609349,Q1267629
Q27609352,Q510766
Q27609353,Q510766
Q27609357,Q510766
Q27609358,Q510766
Q27609360,Q510766
Q27609361,Q510766
Q27609363,Q510766
Q27609364,Q510766
Q27609366,Q510766
Q27609367,Q510766
Q27609369,Q510766
Q27609371,Q510766
Q27609373,Q510766
Q27609374,Q510766
Q27609376,Q510766
Q27609377,Q510766
Q27609379,Q510766
Q27609380,Q510766
Q27609382,Q244422
Q27609383,Q244422
Q27609385,Q244422
Q27609386,Q244422
Q27609388,Q955859
Q27609389,Q955859
Q27609391,Q1386698
Q27609393,Q1386698
Q27609394,Q1386698
Q27609396,Q1386698
Q27609398,Q1193037
Q27609401,Q1193037
Q27609403,Q917147
Q27609406,Q917147
Q27609407,Q917147
Q27609410,Q1263498
Q27609411,Q1263498
Q27609414,Q1067817
Q27609416,Q1067817
Q27609420,Q173887
Q27609422,Q173887
Q27609423,Q1067534
Q27609425,Q1067534
Q27609426,Q1066498
Q27609428,Q1066498
Q27609429,Q1066498
Q27609431,Q1066498
Q27609432,Q1066498
Q27609434,Q1066498
Q27609435,Q1066498
Q27609437,Q1066498
Q27609438,Q1066498
Q27609440,Q1066498
Q27609441,Q1066498
Q27609443,Q1066498
Q27609444,Q1066498
Q27609447,Q1271347
Q27609448,Q1271347
Q27609452,Q1271347
Q27609453,Q1271347
Q27609455,Q1271347
Q27609456,Q1271347
Q27609458,Q1269952
Q27609459,Q1269952
Q27609461,Q2984155
Q27609463,Q2984155
Q27609464,Q943451
Q27609466,Q943451
Q27609467,Q943451
Q27609469,Q943451
Q27609470,Q1082117
Q27609472,Q1082117
Q27609473,Q1082117
Q27609485,Q750027
Q27609487,Q750027
Q27609488,Q750027
Q27609490,Q750027
Q27609491,Q750027
Q27609494,Q1006452
Q27609495,Q1006452
Q27609497,Q1006452
Q27609498,Q1006452
Q27609500,Q1006452
Q27609501,Q1006452
Q27609505,Q1006452
Q27609506,Q1006452
Q27609508,Q1006452
Q27609509,Q1006452
Q27609511,Q1006452
Q27609512,Q968434
Q27609514,Q968434
Q27609515,Q968434
Q27609517,Q254276
Q27609518,Q254276
Q27609521,Q917542
Q27609522,Q917542
Q27609525,Q917542
Q27609526,Q605804
Q27609528,Q605804
Q27609530,Q795500
Q27609531,Q795500
Q27609533,Q795500
Q27609534,Q739963
Q27609536,Q739963
Q27609537,Q739963
Q27609539,Q739963
Q27609540,Q739963
Q27609542,Q1049295
Q27609544,Q1049295
Q27609546,Q1049295
Q27609548,Q809443
Q27609549,Q809443
Q27609551,Q809443
Q27609969,Q1145127
Q27610000,Q1063701
Q27610002,Q1063701
Q27610009,Q790622
Q27610010,Q790622
Q27610012,Q790622
Q27610013,Q790622
Q27610015,Q1078923
Q27610018,Q1078923
Q27610022,Q1259002
Q27610024,Q1259002
Q27610025,Q1259002
Q27610027,Q1259002
Q27610029,Q1273631
Q27610030,Q1273631
Q27610032,Q514907
Q27610033,Q514907
Q27610035,Q1268230
Q27610037,Q784524
Q27610038,Q784524
Q27610040,Q1263546
Q27610041,Q1263546
Q27610044,Q749711
Q27610046,Q749711
Q27610047,Q749711
Q27610048,Q1123893
Q27610050,Q1123893
Q27610052,Q1123893
Q27610054,Q1262245
Q27610056,Q1262245
Q27610058,Q386116
Q27610060,Q386116
Q27610061,Q1628224
Q27610063,Q1628224
Q27610064,Q767112
Q27610066,Q767112
Q27610067,Q767112
Q27610069,Q767112
Q27610070,Q767112
Q27610072,Q767112
