id	en_name	ja_name	en_aliases	ja_aliases	img_urls	taxon_rank	taxon_name	parent_taxon	BirdJPBookDB__data_audio_id	BirdJPBookDB__data_birdname	BirdResearchDB_label01_32k_audio_id	BirdResearchDB_label01_32k_birdname	JP	Research
Q392232	Pacific Reef Heron	クロサギ	{'0': 'Egretta sacra', '1': 'Pacific reef-egret'}	{'0': '黒鷺'}	{'0': 'https://www.wikidata.org/wiki/Q392232#/media/File:Eastern%20Reef%20Egret.jpg', '1': 'https://www.wikidata.org/wiki/Q392232#/media/File:Eastern%20Reef%20Egret%20-%20dark%20and%20light%20morphs-trim.jpg', '2': 'https://www.wikidata.org/wiki/Q392232#/media/File:Egretta%20sacra.jpg'}	Q7432	Egretta sacra	Q312272	1_29	クロサギ	data01/kurosagi_150703_fukuoka_kuroda.0000.wav	クロサギ	1	1
Q27442	European Pied Flycatcher	マダラヒタキ	{'0': 'Ficedula hypoleuca', '1': 'Pied flycatcher', '2': 'European Pied Flycatcher'}	{}	{'0': 'https://www.wikidata.org/wiki/Q27442#/media/File:Ficedula%20hypoleuca%20-Wood%20of%20Cree%20Nature%20Reserve,%20Scotland%20-male-8a.jpg', '1': 'https://www.wikidata.org/wiki/Q27442#/media/File:Trauerschnäpper%20Weibchen%20Ficedula%20hypoleuca%20Schlehdorf%20Kochelsee-001.jpg'}	Q7432	Ficedula hypoleuca	Q388003	5_15	マダラヒタキ			1	0
Q217472	Pittidae	ヤイロチョウ科	{'0': 'Pittas'}	{'0': 'ヤイロチョウ属'}	{'0': 'https://www.wikidata.org/wiki/Q217472#/media/File:Pitta%20brachyura.jpg'}	Q35409	Pittidae	Q768526					0	0
Q289448	lapwing		{'0': 'Vanellinae'}	{}	{'0': 'https://www.wikidata.org/wiki/Q289448#/media/File:Vanellus%20armatus%20(taxobox).jpg'}	Q164280	Vanellinae	Q28449					0	0
Q1132015	hobby		{'0': 'Hypotriorchis'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1132015#/media/File:Falco%20subbuteo%20NAUMANN.jpg'}	Q3238261	Hypotriorchis	Q43489					0	0
Q373114	Black-headed Ibis	クロトキ	{'0': 'Threskiornis melanocephalus', '1': 'Black-headed Ibis'}	{}	{'0': 'https://www.wikidata.org/wiki/Q373114#/media/File:SL%20Bundala%20NP%20asv2020-01%20img03.jpg'}	Q7432	Threskiornis melanocephalus	Q917005	1_34	クロトキ			1	0
Q27075750	Long-tailed Rosefinch	ベニマシコ	{'0': 'long-tailed rosefinch', '1': 'Long-tailed Rosefinch'}	{}	{'0': 'https://www.wikidata.org/wiki/Q27075750#/media/File:Uragus%20sibiricus%20female.JPG', '1': 'https://www.wikidata.org/wiki/Q27075750#/media/File:Uragus%20sibiricus.jpg'}	Q7432	Carpodacus sibiricus	Q843168	6_09	ベニマシコ	data01/benimashiko_090819_nemuro_mju.0005.wav	ベニマシコ	1	1
Q940685	Pycnonotus		{'0': 'Bulbuls'}	{}	{'0': 'https://www.wikidata.org/wiki/Q940685#/media/File:Cape%20Bulbul,%20Pycnonotus%20capensis%20at%20Kirstenbosch%20(36149006000).jpg', '1': 'https://www.wikidata.org/wiki/Q940685#/media/File:Red%20whiskered%20Bulbul%20I%20IMG%207818.jpg'}	Q34740	Pycnonotus	Q188854					0	0
Q723059	Dendrocopos		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q723059#/media/File:Great%20Spotted%20Woodpecker%20(Dendrocopos%20major)%20(13667857655).jpg', '1': 'https://www.wikidata.org/wiki/Q723059#/media/File:Syrian-Woodpecker-20051218m023.jpg'}	Q34740	Dendrocopos	Q561145					0	0
Q30838	Calidris	オバシギ属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q30838#/media/File:Calidris-canutus.jpg', '1': 'https://www.wikidata.org/wiki/Q30838#/media/File:Purple%20Sandpiper%20winter.jpg'}	Q34740	Calidris	Q26626					0	0
Q864492	Lari	カモメ上科 (Sibley)	{}	{'0': 'カモメ亜科'}	{'0': 'https://www.wikidata.org/wiki/Q864492#/media/File:2004-04-10%20Larus%20michahellis%20ad.jpg'}	Q5867959	Lari	Q25978					0	0
Q337416	Common Hill Myna	キュウカンチョウ	{'0': 'Gracula religiosa'}	{'0': '九官鳥'}	{'0': 'https://www.wikidata.org/wiki/Q337416#/media/File:Common%20Hill%20Myna,%20Satchari%20NP,%20Bangladesh%202.jpg'}	Q7432	Gracula religiosa	Q259424	6_79	キュウカンチョウ			1	0
Q248740	White Tern	シロアジサシ	{'0': 'Gygis alba', '1': 'Common white tern', '2': 'White Tern'}	{}	{'0': 'https://www.wikidata.org/wiki/Q248740#/media/File:Gygis%20alba%20Ascension%20Island%201.jpg', '1': 'https://www.wikidata.org/wiki/Q248740#/media/File:White%20tern%20with%20fish.jpg'}	Q7432	Gygis alba	Q1029511	3_18	シロアジサシ			1	0
Q589245	Red-billed Leiothrix	ソウシチョウ	{'0': 'Leiothrix lutea', '1': 'Pekin robin', '2': 'Pekin nightingale', '3': 'Red-billed Leiothrix'}	{}	{'0': 'https://www.wikidata.org/wiki/Q589245#/media/File:Leiothrix%20lutea,%20Wuyi%20National%20Park%201.jpg', '1': 'https://www.wikidata.org/wiki/Q589245#/media/File:Red-billed%20Leiothrix%20Mangoli%20Nainital%20Uttarakhand%2003.02.2015.jpg', '2': 'https://www.wikidata.org/wiki/Q589245#/media/File:Watching%20(24988066662).jpg'}	Q7432	Leiothrix lutea	Q2569205	6_59	ソウシチョウ			1	0
Q18841	Black-tailed Godwit	オグロシギ	{'0': 'Limosa limosa', '1': 'Black-tailed Godwit'}	{}	{'0': 'https://www.wikidata.org/wiki/Q18841#/media/File:Black-tailed%20Godwit%20cropped.jpg', '1': 'https://www.wikidata.org/wiki/Q18841#/media/File:Limosa%20limosa%20(alerted).jpg'}	Q7432	Limosa limosa	Q585636	2_62	オグロシギ			1	0
Q29858	Lark	ヒバリ科	{'0': 'Alaudidae', '1': 'larks'}	{}	{'0': 'https://www.wikidata.org/wiki/Q29858#/media/File:Skylark%202,%20Lake%20District,%20England%20-%20June%202009.jpg', '1': 'https://www.wikidata.org/wiki/Q29858#/media/File:Crested%20Lark%20(22026336489).jpg'}	Q35409	Alaudidae	Q194240					0	0
Q29564928	Cygnus	ハクチョウ属	{'0': 'swans', '1': 'swan'}	{}	{'0': 'https://www.wikidata.org/wiki/Q29564928#/media/File:Cygnus%20olor%202%20(Marek%20Szczepanek).jpg'}	Q34740	Cygnus	Q620938					0	0
Q46435	Black Drongo	オウチュウ	{'0': 'Dicrurus macrocercus'}	{'0': 'Dicrurus macrocercus'}	{'0': 'https://www.wikidata.org/wiki/Q46435#/media/File:Black%20Drongo%20(Dicrurus%20macrocercus)%20IMG%207702%20(1)..JPG'}	Q7432	Dicrurus macrocercus	Q11234198	6_25	オウチュウ			1	0
Q1272080	Slaty-backed Gull	オオセグロカモメ	{'0': 'Larus schistisagus', '1': 'Slaty-backed Gull'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1272080#/media/File:Larus%20schistisagus%20pair,%20Niikappu,%20Hokkaido,%20Japan%20(crop).jpg'}	Q7432	Larus schistisagus	Q1887740	3_04	オオセグロカモメ			1	0
Q25612	Whooper Swan	オオハクチョウ	{'0': 'Cygnus cygnus', '1': 'Whooper Swan'}	{}	{'0': 'https://www.wikidata.org/wiki/Q25612#/media/File:Cygnus%20cygnus%20070416%20IOL.jpg'}	Q7432	Cygnus cygnus	Q29564928	1_45	オオハクチョウ			1	0
Q208940	Bombycilla	レンジャク科	{'0': 'Waxwing', '1': 'swallow chatterer'}	{'0': 'レンジャク科 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q208940#/media/File:Bohemian%20Wax%20Wing.jpg', '1': 'https://www.wikidata.org/wiki/Q208940#/media/File:Cedarwaxwing.jpg'}	Q34740	Bombycilla	Q11897625					0	0
Q27732132	Gruimorphae		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q27732132#/media/File:Charadrius-melodus-004%20edit.jpg'}		Gruimorphae	Q19597378					0	0
Q25348	Mallard	マガモ	{'0': 'Anas platyrhynchos', '1': 'Wild Duck', '2': 'Mallard duck', '3': 'Mallard', '4': 'mallard'}	{'0': '真鴨'}	{'0': 'https://www.wikidata.org/wiki/Q25348#/media/File:Anas%20platyrhynchos%20(Male)%20on%20the%20ground.jpg', '1': 'https://www.wikidata.org/wiki/Q25348#/media/File:Kaczka%20krzyzowka%20samica.jpg'}	Q7432	Anas platyrhynchos	Q214264	1_49	マガモ	data01/magamo_1001_hyogo_kaji.0001.wav	マガモ	1	1
Q21685	Procellariiformes	ミズナギドリ目	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q21685#/media/File:Damier%20du%20Cap%20-%20Cape%20Petrel.jpg'}	Q36602	Procellariiformes	Q19595985					0	0
Q1133750	Korean magpie	カササギ	{'0': 'Pica sericea', '1': 'Pica serica', '2': 'Oriental Magpie'}	{'0': '朝鮮鵲'}	{'0': 'https://www.wikidata.org/wiki/Q1133750#/media/File:Oriental%20Magpie%20on%20Longevity%20Hill,%20Beijing.jpg'}	Q7432	Pica serica	Q271634	6_30	カササギ	data01/kasasagi_130603_muroran_kros.0000.wav	カササギ	1	1
Q26030	Geokichla		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q26030#/media/File:Zoothera%20piaggiae.jpg', '1': 'https://www.wikidata.org/wiki/Q26030#/media/File:Zoothera%20dohertyi.jpg'}	Q34740	Geokichla	Q26050					0	0
Q31617	Greater Painted Snipe	タマシギ	{'0': 'Rostratula benghalensis', '1': 'Rostrulata benghalensis', '2': 'Painted-snipe', '3': 'Greater Painted Snipe'}	{}	{'0': 'https://www.wikidata.org/wiki/Q31617#/media/File:Greater%20painted%20snipe%20Prasanna%20Mamidala.jpg', '1': 'https://www.wikidata.org/wiki/Q31617#/media/File:Greater%20Painted-snipe%20(Male)%20I2%20IMG%209477.jpg'}	Q7432	Rostratula benghalensis	Q674094	2_41	タマシギ	data01/tamashigi_070623_hyogo_kuroda.0017.wav	タマシギ	1	1
Q28103	Spotted Redshank	ツルシギ	{'0': 'Tringa erythropus', '1': 'Spotted Redshank'}	{}	{'0': 'https://www.wikidata.org/wiki/Q28103#/media/File:Dunkler%20Wasserläufer.jpg', '1': 'https://www.wikidata.org/wiki/Q28103#/media/File:Tringa%20erythropus%20-%20Laem%20Pak%20Bia.jpg'}	Q7432	Tringa erythropus	Q41972	2_55	ツルシギ	data01/tsurushigi_110929_hyogo_kuroda.0004.wav	ツルシギ	1	1
Q42326	Rock Dove	カワラバト	{'0': 'Columba livia', '1': 'Rock Pigeon', '2': 'Feral Pigeon', '3': 'Rock Pigeon or Feral Pigeon'}	{'0': 'ドバト'}	{'0': 'https://www.wikidata.org/wiki/Q42326#/media/File:Columba%20livia%20Baltasound%20Shetland%201.jpg'}	Q7432	Columba livia	Q209239	6_49	ドバト	data01/dobato_100506_kunitachi_mju.0000.wav	ドバト	1	1
Q10745190	Cerorhinca		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q10745190#/media/File:Rhino%20auklet%20chick.jpg'}	Q34740	Cerorhinca	Q28294					0	0
Q21364393	Sittiparus owstoni	オーストンヤマガラ	"{'0': ""Owston's tit""}"	{}	{'0': 'https://www.wikidata.org/wiki/Q21364393#/media/File:Sittiparus%20owstoni%2060369541%20(cropped).jpg'}	Q7432	Sittiparus owstoni	Q3838110	5_33	オーストンヤマガラ			1	0
Q241515	Strix	Strix	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q241515#/media/File:Tawny%20Owl%20(4003694892).jpg'}	Q34740	Strix	Q26012					0	0
Q494623	Rostratulidae	タマシギ科	{'0': 'the Painted-snipe family'}	{}	{'0': 'https://www.wikidata.org/wiki/Q494623#/media/File:Rostratula%20benghalensis%20small.jpg', '1': 'https://www.wikidata.org/wiki/Q494623#/media/File:Greater%20Painted-snipe%20(Male)%20I2%20IMG%209477.jpg'}	Q35409	Rostratulidae	Q25978					0	0
Q171360	Eurasian Spoonbill	ヘラサギ	{'0': 'Platalea leucorodia', '1': 'Eurasian Spoonbill'}	{'0': '箆鷺'}	{'0': 'https://www.wikidata.org/wiki/Q171360#/media/File:Eurasian%20Spoonbill.jpg', '1': 'https://www.wikidata.org/wiki/Q171360#/media/File:Loeffler.jpg'}	Q7432	Platalea leucorodia	Q208488	1_32	ヘラサギ			1	0
Q18854	Eurasian Curlew	ダイシャクシギ	{'0': 'Numenius arquata', '1': 'whaup', '2': 'Eurasian Curlew'}	{}	{'0': 'https://www.wikidata.org/wiki/Q18854#/media/File:Eurasian%20Curlew.jpg', '1': 'https://www.wikidata.org/wiki/Q18854#/media/File:Numenius%20arquata.jpg'}	Q7432	Numenius arquata	Q215166	2_64	ダイシャクシギ			1	0
Q2312123	Tattler		{'0': 'Heteroscelus'}	{}	{'0': 'https://www.wikidata.org/wiki/Q2312123#/media/File:Tringa%20brevipes%20on%20rock.JPG'}	Q34740	Heteroscelus	Q26626					0	0
Q25469	Common Starling	ホシムクドリ	{'0': 'Sturnus vulgaris', '1': 'starling', '2': 'European starling', '3': 'Common Starling'}	{}	{'0': 'https://www.wikidata.org/wiki/Q25469#/media/File:Toulouse%20-%20Sturnus%20vulgaris%20-%202012-02-26%20-%202.jpg', '1': 'https://www.wikidata.org/wiki/Q25469#/media/File:Common%20Starling,%20Blyth%20(12598795653).jpg'}	Q7432	Sturnus vulgaris	Q333842	6_23	ホシムクドリ			1	0
Q26349	Song Thrush	ウタツグミ	{'0': 'Turdus philomelos', '1': 'Song Thrush'}	{}	{'0': 'https://www.wikidata.org/wiki/Q26349#/media/File:Song%20Thrush%20Turdus%20philomelos.jpg', '1': 'https://www.wikidata.org/wiki/Q26349#/media/File:X%2020150621%20047%20Kessel%20Weerdbeemden%20Zanglijster%20(19032689141).jpg'}	Q7432	Turdus philomelos	Q115661	4_60	ウタツグミ			1	0
Q25273	Grey Heron	アオサギ	{'0': 'Ardea cinerea', '1': 'Gray Heron', '2': 'Grey Heron'}	{'0': '青鷺', '1': '蒼鷺', '2': 'Ardea cinerea'}	{'0': 'https://www.wikidata.org/wiki/Q25273#/media/File:Ardea%20cinerea%20-%20Pak%20Thale.jpg', '1': 'https://www.wikidata.org/wiki/Q25273#/media/File:Baden-Baden%2010-2015%20img14%20Hector%20Berlioz%20Park%20Grey%20heron.jpg', '2': 'https://www.wikidata.org/wiki/Q25273#/media/File:Kerkini%20lake%20in%20May%2001.jpg'}	Q7432	Ardea cinerea	Q310853	1_30	アオサギ	data01/aosagi_090409_asahikawa_matsunaga.0003.wav	アオサギ	1	1
Q135898	Hirundapus		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q135898#/media/File:White-throated%20Needletail%20kobble%20jan05.jpg'}	Q34740	Hirundapus	Q11725806					0	0
Q28106837	Eurasian Wigeon	ヒドリガモ	{'0': 'Mareca penelope'}	{}	{'0': 'https://www.wikidata.org/wiki/Q28106837#/media/File:Eurasian%20Wigeon%20-%20male.jpg', '1': 'https://www.wikidata.org/wiki/Q28106837#/media/File:Mareca%20penelope%20female%20s2.jpg'}	Q7432	Mareca penelope	Q28106682	1_53	ヒドリガモ	data01/hidorigamo_0801_hyogo_kaji.0005.wav	ヒドリガモ	1	1
Q1267748	Northern Boobok	アオバズク	{'0': 'Ninox japonica', '1': 'Northern Boobok'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1267748#/media/File:Ninox%20japonica,%20Japan.jpg'}	Q7432	Ninox japonica	Q913555	3_45	アオバズク	data01/aobazuku_060606_utsunomiya_hirano.0001.wav	アオバズク	1	1
Q221423	Pine Bunting	シラガホオジロ	{'0': 'Emberiza leucocephalos', '1': 'Pine Bunting'}	{}	{'0': 'https://www.wikidata.org/wiki/Q221423#/media/File:Pine%20Bunting%20(Emberiza%20leucocephalos)%20-%20Цагааншанаат%20хөмрөг%20(15617685422).jpg', '1': 'https://www.wikidata.org/wiki/Q221423#/media/File:Emberiza%20leucocephalos;%20Baikonur-town%20001.jpg'}	Q7432	Emberiza leucocephalos	Q614481	5_44	シラガホオジロ			1	0
Q10818243	Sapheopipo		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q10818243#/media/File:PicusNoguchiiKeulemans.jpg'}	Q34740	Sapheopipo	Q25439					0	0
Q869223	Corvida	カラス小目	{}	{'0': 'カラス小目 (Sibley)'}	{'0': 'https://www.wikidata.org/wiki/Q869223#/media/File:Corvus%20corax%20(NPS).jpg'}	Q2889003	Corvida	Q194240					0	0
Q5891686	Mirandornithes		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q5891686#/media/File:Lightmatter%20flamingo.jpg'}		Mirandornithes	Q21590143					0	0
Q182761	Hazel Grouse	エゾライチョウ	{'0': 'Tetrastes bonasia', '1': 'Hazel grouse', '2': 'Bonasa bonasia', '3': 'Hazel Grouse'}	{'0': '蝦夷雷鳥'}	{'0': 'https://www.wikidata.org/wiki/Q182761#/media/File:Tetrastes%20bonasia.jpg', '1': 'https://www.wikidata.org/wiki/Q182761#/media/File:Haselhuhn-01.jpg'}	Q7432	Tetrastes bonasia	Q926064	2_20	エゾライチョウ			1	0
Q147880	Gallirallus		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q147880#/media/File:Weka%20(bird).jpg'}	Q34740	Gallirallus	Q26623					0	0
Q786045	Gallinago		{'0': 'Common snipe'}	{}	{'0': 'https://www.wikidata.org/wiki/Q786045#/media/File:Gallinago%20gallinago%20a1.JPG', '1': 'https://www.wikidata.org/wiki/Q786045#/media/File:Gallinago%20media.jpg'}	Q34740	Gallinago	Q26626					0	0
Q187014	Sylviidae	ダルマエナガ科	{}	{'0': 'ウグイス科'}	{'0': 'https://www.wikidata.org/wiki/Q187014#/media/File:Tallareta%20vulgar%2001%20(Sylvia%20communis).jpg'}	Q35409	Sylviidae	Q2862448					0	0
Q310859	Actitis		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q310859#/media/File:Common%20sandpiper%20lake%20geneva-4.jpg', '1': 'https://www.wikidata.org/wiki/Q310859#/media/File:Actitis-macularia-005.jpg'}	Q34740	Actitis	Q26626					0	0
Q171563	Eurasian Scops Owl	コノハズク	{'0': 'Otus scops', '1': 'Common scops-owl', '2': 'Scops owl', '3': 'Eurasian Scops Owl'}	{'0': 'ヨーロッパコノハズク'}	{'0': 'https://www.wikidata.org/wiki/Q171563#/media/File:Otus%20scops%20ab%20cropped.png'}	Q7432	Otus scops	Q832329	3_40	コノハズク	data01/konohazuku_hinoyama_0706_kuroda.0018.wav	コノハズク	1	1
Q585636	Limosa		{'0': 'godwit'}	{}	{'0': 'https://www.wikidata.org/wiki/Q585636#/media/File:Black-tailed%20Godwit%20Uferschnepfe.jpg', '1': 'https://www.wikidata.org/wiki/Q585636#/media/File:Limosa%20haemastica%20-%20Kogarah%20Bay.jpg', '2': 'https://www.wikidata.org/wiki/Q585636#/media/File:MarbledGodwit.jpg'}	Q34740	Limosa	Q26626					0	0
Q321293	Roseate Tern	ベニアジサシ	{'0': 'Sterna dougallii'}	{}	{'0': 'https://www.wikidata.org/wiki/Q321293#/media/File:2021-07-10%20Sterna%20dougallii,%20St%20Marys%20Island,%20Northumberland%2017.jpg', '1': 'https://www.wikidata.org/wiki/Q321293#/media/File:2020-07-18%20Sterna%20dougallii,%20St%20Marys%20Island,%20Northumberland%2019.jpg'}	Q7432	Sterna dougallii	Q76366	3_12	ベニアジサシ			1	0
Q1262413	Tristram's Storm Petrel	オーストンウミツバメ	{'0': 'Oceanodroma tristrami', '1': 'Oceanodroma tristrani'}	{}	{'0': 'https://www.wikidata.org/wiki/Q1262413#/media/File:Tristams%20storm%20petrel.JPG'}	Q7432	Oceanodroma tristrami	Q603287	1_12	オーストンウミツバメ			1	0
Q82562	Anserini	ガン族	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q82562#/media/File:Geese%20Fruggo01.JPG'}	Q227936	Anserini	Q620938					0	0
Q25332	Osprey	ミサゴ	{'0': 'Pandion haliaetus', '1': 'Osprey', '2': 'ospreys'}	{'0': '鶚', '1': 'ミサゴ科'}	{'0': 'https://www.wikidata.org/wiki/Q25332#/media/File:Pandion%20haliaetus%20-%20Osprey.jpg', '1': 'https://www.wikidata.org/wiki/Q25332#/media/File:OspreyNASA.jpg'}	Q7432	Pandion haliaetus	Q3893145	2_01	ミサゴ	data01/misago_120412_hyogo_kuroda.0005.wav	ミサゴ	1	1
Q877666	Indian Cuckoo	セグロカッコウ	{'0': 'Cuculus micropterus', '1': 'Indian Cuckoo'}	{}	{'0': 'https://www.wikidata.org/wiki/Q877666#/media/File:Indian%20cuckoo%20(Cuculus%20micropterus)%2046.jpg'}	Q7432	Cuculus micropterus	Q746658	3_32	セグロカッコウ			1	0
Q601672	Tiger Shrike	チゴモズ	{'0': 'Lanius tigrinus', '1': 'Tiger Shrike'}	{}	{'0': 'https://www.wikidata.org/wiki/Q601672#/media/File:Tiger%20shrike%20(Lanius%20tigrinus),%20Hindhede%20Nature%20Park,%20Singapore%20-%2020060921.jpg'}	Q7432	Lanius tigrinus	Q754657	4_23	チゴモズ	data01/chigomozu_160520_yamagata_hara.0008.wav	チゴモズ	1	1
Q1203008	Pleske's Warbler	ウチヤマセンニュウ	"{'0': 'Locustella pleskei', '1': ""Pleske's grasshopper-warbler"", '2': 'Pleske’s Warbler'}"	{'0': 'ウチヤマシマセンニュウ'}	{}	Q7432	Locustella pleskei	Q850925	4_70	ウチヤマセンニュウ			1	0
Q5261336	Spinus		{'0': 'siskin', '1': 'American goldfinches'}	{}	{'0': 'https://www.wikidata.org/wiki/Q5261336#/media/File:Carduelis%20spinus%20f.jpg', '1': 'https://www.wikidata.org/wiki/Q5261336#/media/File:PINTASSILGO%20(%20Carduelis%20magellanica%20).jpg'}	Q34740	Spinus	Q160835					0	0
Q494888	Fairy Pitta	ヤイロチョウ	{'0': 'Pitta nympha', '1': 'Fairy Pitta'}	{'0': 'セイロチョウ'}	{'0': 'https://www.wikidata.org/wiki/Q494888#/media/File:Pitta%20nympha%20by%20Jason%20Thompson.jpg'}	Q7432	Pitta nympha	Q3389415	4_01	ヤイロチョウ			1	0
Q179112	Chrysolophus		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q179112#/media/File:Male%20Golden%20Pheasant%20DC.jpg', '1': 'https://www.wikidata.org/wiki/Q179112#/media/File:ChrysolophusPictus3.jpg'}	Q34740	Chrysolophus	Q974811					0	0
Q719380	Parus	カラ類	{}	{'0': 'シジュウカラ属'}	{'0': 'https://www.wikidata.org/wiki/Q719380#/media/File:Parus%20major%20male.jpg'}	Q34740	Parus	Q168473					0	0
Q178821	Black-winged Stilt	セイタカシギ	{'0': 'Himantopus himantopus', '1': 'South African stilt', '2': 'Black-winged Stilt'}	{'0': 'オーストラリアセイタカシギ'}	{'0': 'https://www.wikidata.org/wiki/Q178821#/media/File:Himantopus%20himantopus%20-%20Pak%20Thale.jpg', '1': 'https://www.wikidata.org/wiki/Q178821#/media/File:SL%20Bundala%20NP%20asv2020-01%20img09.jpg'}	Q7432	Himantopus himantopus	Q316342	2_71	セイタカシギ			1	0
Q1237815	Podiceps	カンムリカイツブリ属	{}	{}	{'0': 'https://www.wikidata.org/wiki/Q1237815#/media/File:Grebe.jpg', '1': 'https://www.wikidata.org/wiki/Q1237815#/media/File:Horned%20Grebe.jpg'}	Q34740	Podiceps	Q21695					0	0
Q21659	Galliformes	キジ目	{'0': 'Gallinaceous birds', '1': 'Galliforms', '2': 'Gamefowl', '3': 'Gamebirds'}	{'0': 'キジ目 (Sibley)', '1': 'キジ亜目'}	{'0': 'https://www.wikidata.org/wiki/Q21659#/media/File:Meleagris%20ocellata1.jpg'}	Q36602	Galliformes	Q5113					0	0
Q193807	Anthus	ピピット	{'0': 'Pipit'}	{}	{'0': 'https://www.wikidata.org/wiki/Q193807#/media/File:Nilgir%20Pipit%20(Anthus%20nilghiriensis)%2018-Apr-2007%2012-12-32%20PM.JPG', '1': 'https://www.wikidata.org/wiki/Q193807#/media/File:Meadow-Pipit.jpg'}	Q34740	Anthus	Q205943					0	0
Q191125	Bar-headed Goose	インドガン	{'0': 'Anser indicus'}	{}	{'0': 'https://www.wikidata.org/wiki/Q191125#/media/File:Bar-headed%20Goose%20by%20Dr.%20Raju%20Kasambe%20DSCN7530%20(23).jpg'}	Q7432	Anser indicus	Q183361	1_42	インドガン			1	0
Q839542	Indian Spot-billed Duck	カルガモ	{'0': 'Anas poecilorhyncha', '1': 'Indian Spot-billed Duck'}	{'0': 'かるがも'}	{'0': 'https://www.wikidata.org/wiki/Q839542#/media/File:Anas%20poecilorhyncha%20-Assam%20-India-8.jpg'}	Q7432	Anas poecilorhyncha	Q214264	1_50	カルガモ	data01/karugamo_0806_hyogo_kaji.0002.wav	カルガモ	1	1
Q608715	Todiramphus		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q608715#/media/File:Sacredkingfisher.jpg'}	Q34740	Todiramphus	Q1607847					0	0
Q9189957	Chloris		{'0': 'Greenfinches'}	{}	{'0': 'https://www.wikidata.org/wiki/Q9189957#/media/File:Carduelis%20chloris%20-England-8.jpg', '1': 'https://www.wikidata.org/wiki/Q9189957#/media/File:European%20Greenfinch%20male%20female.jpg', '2': 'https://www.wikidata.org/wiki/Q9189957#/media/File:European%20Greenfinch%20female.jpg'}	Q34740	Chloris	Q160835					0	0
Q561145	Picinae		{}	{}	{'0': 'https://www.wikidata.org/wiki/Q561145#/media/File:Sphyrapicus%20nuchalis1.jpg', '1': 'https://www.wikidata.org/wiki/Q561145#/media/File:Dendrocopos%20major01.jpg'}	Q164280	Picinae	Q25439					0	0
